    Pol-Flux             x               r               R                R+r              Te                ne               Ti             Zeff           omega-tor            Er               ni             nimp              nf               Tf
 7.69531250e-001  1.12682144e-001  1.72565155e+001  1.00000000e+002  1.17256516e+002  2.00000000e+003  1.46079161e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.46079161e+013  0.00000000e+000  1.46079161e+007  4.00000000e+003
 7.73437500e-001  1.12967777e-001  1.73059791e+001  1.00000000e+002  1.17305979e+002  2.00000000e+003  1.45088787e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.45088787e+013  0.00000000e+000  1.45088787e+007  4.00000000e+003
 7.77343750e-001  1.13252690e-001  1.73553518e+001  1.00000000e+002  1.17355352e+002  2.00000000e+003  1.44135706e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.44135706e+013  0.00000000e+000  1.44135706e+007  4.00000000e+003
 7.81250000e-001  1.13536888e-001  1.74046343e+001  1.00000000e+002  1.17404634e+002  2.00000000e+003  1.43218536e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.43218536e+013  0.00000000e+000  1.43218536e+007  4.00000000e+003
 7.85156250e-001  1.13820377e-001  1.74538272e+001  1.00000000e+002  1.17453827e+002  2.00000000e+003  1.42335946e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.42335946e+013  0.00000000e+000  1.42335946e+007  4.00000000e+003
 7.89062500e-001  1.14103161e-001  1.75029312e+001  1.00000000e+002  1.17502931e+002  2.00000000e+003  1.41486653e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.41486653e+013  0.00000000e+000  1.41486653e+007  4.00000000e+003
 7.92968750e-001  1.14385245e-001  1.75519469e+001  1.00000000e+002  1.17551947e+002  2.00000000e+003  1.40669420e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.40669420e+013  0.00000000e+000  1.40669420e+007  4.00000000e+003
 7.96875000e-001  1.14666636e-001  1.76008749e+001  1.00000000e+002  1.17600875e+002  2.00000000e+003  1.39883054e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.39883054e+013  0.00000000e+000  1.39883054e+007  4.00000000e+003
 8.00781250e-001  1.14947338e-001  1.76497159e+001  1.00000000e+002  1.17649716e+002  2.00000000e+003  1.39126404e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.39126404e+013  0.00000000e+000  1.39126404e+007  4.00000000e+003
 8.04687500e-001  1.15227357e-001  1.76984705e+001  1.00000000e+002  1.17698470e+002  2.00000000e+003  1.38398364e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.38398364e+013  0.00000000e+000  1.38398364e+007  4.00000000e+003
 8.08593750e-001  1.15506696e-001  1.77471392e+001  1.00000000e+002  1.17747139e+002  2.00000000e+003  1.37697865e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.37697865e+013  0.00000000e+000  1.37697865e+007  4.00000000e+003
 8.12500000e-001  1.15785362e-001  1.77957226e+001  1.00000000e+002  1.17795723e+002  2.00000000e+003  1.37023878e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.37023878e+013  0.00000000e+000  1.37023878e+007  4.00000000e+003
 8.16406250e-001  1.16063358e-001  1.78442214e+001  1.00000000e+002  1.17844221e+002  2.00000000e+003  1.36375412e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.36375412e+013  0.00000000e+000  1.36375412e+007  4.00000000e+003
 8.20312500e-001  1.16340690e-001  1.78926362e+001  1.00000000e+002  1.17892636e+002  2.00000000e+003  1.35751511e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.35751511e+013  0.00000000e+000  1.35751511e+007  4.00000000e+003
 8.24218750e-001  1.16617363e-001  1.79409674e+001  1.00000000e+002  1.17940967e+002  2.00000000e+003  1.35151255e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.35151255e+013  0.00000000e+000  1.35151255e+007  4.00000000e+003
 8.28125000e-001  1.16893381e-001  1.79892157e+001  1.00000000e+002  1.17989216e+002  2.00000000e+003  1.34573756e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.34573756e+013  0.00000000e+000  1.34573756e+007  4.00000000e+003
 8.32031250e-001  1.17168748e-001  1.80373816e+001  1.00000000e+002  1.18037382e+002  2.00000000e+003  1.34018162e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.34018162e+013  0.00000000e+000  1.34018162e+007  4.00000000e+003
 8.35937500e-001  1.17443470e-001  1.80854657e+001  1.00000000e+002  1.18085466e+002  2.00000000e+003  1.33483649e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.33483649e+013  0.00000000e+000  1.33483649e+007  4.00000000e+003
 8.39843750e-001  1.17717551e-001  1.81334684e+001  1.00000000e+002  1.18133468e+002  2.00000000e+003  1.32969425e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.32969425e+013  0.00000000e+000  1.32969425e+007  4.00000000e+003
 8.43750000e-001  1.17990995e-001  1.81813904e+001  1.00000000e+002  1.18181390e+002  2.00000000e+003  1.32474726e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.32474726e+013  0.00000000e+000  1.32474726e+007  4.00000000e+003
 8.47656250e-001  1.18263807e-001  1.82292322e+001  1.00000000e+002  1.18229232e+002  2.00000000e+003  1.31998818e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.31998818e+013  0.00000000e+000  1.31998818e+007  4.00000000e+003
 8.51562500e-001  1.18535991e-001  1.82769943e+001  1.00000000e+002  1.18276994e+002  2.00000000e+003  1.31540992e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.31540992e+013  0.00000000e+000  1.31540992e+007  4.00000000e+003
 8.55468750e-001  1.18807552e-001  1.83246772e+001  1.00000000e+002  1.18324677e+002  2.00000000e+003  1.31100568e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.31100568e+013  0.00000000e+000  1.31100568e+007  4.00000000e+003
 8.59375000e-001  1.19078493e-001  1.83722813e+001  1.00000000e+002  1.18372281e+002  2.00000000e+003  1.30676888e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.30676888e+013  0.00000000e+000  1.30676888e+007  4.00000000e+003
 8.63281250e-001  1.19348819e-001  1.84198074e+001  1.00000000e+002  1.18419807e+002  2.00000000e+003  1.30269322e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.30269322e+013  0.00000000e+000  1.30269322e+007  4.00000000e+003
 8.67187500e-001  1.19618534e-001  1.84672557e+001  1.00000000e+002  1.18467256e+002  2.00000000e+003  1.29877259e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.29877259e+013  0.00000000e+000  1.29877259e+007  4.00000000e+003
 8.71093750e-001  1.19887643e-001  1.85146268e+001  1.00000000e+002  1.18514627e+002  2.00000000e+003  1.29500116e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.29500116e+013  0.00000000e+000  1.29500116e+007  4.00000000e+003
 8.75000000e-001  1.20156148e-001  1.85619213e+001  1.00000000e+002  1.18561921e+002  2.00000000e+003  1.29137327e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.29137327e+013  0.00000000e+000  1.29137327e+007  4.00000000e+003
 8.78906250e-001  1.20424055e-001  1.86091395e+001  1.00000000e+002  1.18609140e+002  2.00000000e+003  1.28788349e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.28788349e+013  0.00000000e+000  1.28788349e+007  4.00000000e+003
 8.82812500e-001  1.20691368e-001  1.86562820e+001  1.00000000e+002  1.18656282e+002  2.00000000e+003  1.28452661e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.28452661e+013  0.00000000e+000  1.28452661e+007  4.00000000e+003
 8.86718750e-001  1.20958089e-001  1.87033491e+001  1.00000000e+002  1.18703349e+002  2.00000000e+003  1.28129759e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.28129759e+013  0.00000000e+000  1.28129759e+007  4.00000000e+003
 8.90625000e-001  1.21224224e-001  1.87503415e+001  1.00000000e+002  1.18750341e+002  2.00000000e+003  1.27819158e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.27819158e+013  0.00000000e+000  1.27819158e+007  4.00000000e+003
 8.94531250e-001  1.21489776e-001  1.87972595e+001  1.00000000e+002  1.18797259e+002  2.00000000e+003  1.27520393e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.27520393e+013  0.00000000e+000  1.27520393e+007  4.00000000e+003
 8.98437500e-001  1.21754748e-001  1.88441035e+001  1.00000000e+002  1.18844104e+002  2.00000000e+003  1.27233015e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.27233015e+013  0.00000000e+000  1.27233015e+007  4.00000000e+003
 9.02343750e-001  1.22019146e-001  1.88908741e+001  1.00000000e+002  1.18890874e+002  2.00000000e+003  1.26956592e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.26956592e+013  0.00000000e+000  1.26956592e+007  4.00000000e+003
 9.06250000e-001  1.22282971e-001  1.89375717e+001  1.00000000e+002  1.18937572e+002  2.00000000e+003  1.26690708e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.26690708e+013  0.00000000e+000  1.26690708e+007  4.00000000e+003
 9.10156250e-001  1.22546229e-001  1.89841967e+001  1.00000000e+002  1.18984197e+002  2.00000000e+003  1.26434964e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.26434964e+013  0.00000000e+000  1.26434964e+007  4.00000000e+003
 9.14062500e-001  1.22808922e-001  1.90307495e+001  1.00000000e+002  1.19030749e+002  2.00000000e+003  1.26188974e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.26188974e+013  0.00000000e+000  1.26188974e+007  4.00000000e+003
 9.17968750e-001  1.23071054e-001  1.90772306e+001  1.00000000e+002  1.19077231e+002  2.00000000e+003  1.25952368e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.25952368e+013  0.00000000e+000  1.25952368e+007  4.00000000e+003
 9.21875000e-001  1.23332630e-001  1.91236403e+001  1.00000000e+002  1.19123640e+002  2.00000000e+003  1.25724790e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.25724790e+013  0.00000000e+000  1.25724790e+007  4.00000000e+003
 9.25781250e-001  1.23593651e-001  1.91699792e+001  1.00000000e+002  1.19169979e+002  2.00000000e+003  1.25505896e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.25505896e+013  0.00000000e+000  1.25505896e+007  4.00000000e+003
 9.29687500e-001  1.23854123e-001  1.92162475e+001  1.00000000e+002  1.19216248e+002  2.00000000e+003  1.25295356e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.25295356e+013  0.00000000e+000  1.25295356e+007  4.00000000e+003
 9.33593750e-001  1.24114048e-001  1.92624458e+001  1.00000000e+002  1.19262446e+002  2.00000000e+003  1.25092853e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.25092853e+013  0.00000000e+000  1.25092853e+007  4.00000000e+003
 9.37500000e-001  1.24373430e-001  1.93085744e+001  1.00000000e+002  1.19308574e+002  2.00000000e+003  1.24898081e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.24898081e+013  0.00000000e+000  1.24898081e+007  4.00000000e+003
 9.41406250e-001  1.24632272e-001  1.93546337e+001  1.00000000e+002  1.19354634e+002  2.00000000e+003  1.24710745e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.24710745e+013  0.00000000e+000  1.24710745e+007  4.00000000e+003
 9.45312500e-001  1.24890577e-001  1.94006241e+001  1.00000000e+002  1.19400624e+002  2.00000000e+003  1.24530563e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.24530563e+013  0.00000000e+000  1.24530563e+007  4.00000000e+003
 9.49218750e-001  1.25148349e-001  1.94465460e+001  1.00000000e+002  1.19446546e+002  2.00000000e+003  1.24357262e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.24357262e+013  0.00000000e+000  1.24357262e+007  4.00000000e+003
 9.53125000e-001  1.25405592e-001  1.94923997e+001  1.00000000e+002  1.19492400e+002  2.00000000e+003  1.24190581e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.24190581e+013  0.00000000e+000  1.24190581e+007  4.00000000e+003
 9.57031250e-001  1.25662308e-001  1.95381858e+001  1.00000000e+002  1.19538186e+002  2.00000000e+003  1.24030267e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.24030267e+013  0.00000000e+000  1.24030267e+007  4.00000000e+003
 9.60937500e-001  1.25918500e-001  1.95839044e+001  1.00000000e+002  1.19583904e+002  2.00000000e+003  1.23876078e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.23876078e+013  0.00000000e+000  1.23876078e+007  4.00000000e+003
 9.64843750e-001  1.26174173e-001  1.96295560e+001  1.00000000e+002  1.19629556e+002  2.00000000e+003  1.23727780e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.23727780e+013  0.00000000e+000  1.23727780e+007  4.00000000e+003
 9.68750000e-001  1.26429328e-001  1.96751411e+001  1.00000000e+002  1.19675141e+002  2.00000000e+003  1.23585149e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.23585149e+013  0.00000000e+000  1.23585149e+007  4.00000000e+003
 9.72656250e-001  1.26683969e-001  1.97206598e+001  1.00000000e+002  1.19720660e+002  2.00000000e+003  1.23447968e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.23447968e+013  0.00000000e+000  1.23447968e+007  4.00000000e+003
 9.76562500e-001  1.26938100e-001  1.97661126e+001  1.00000000e+002  1.19766113e+002  2.00000000e+003  1.23316031e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.23316031e+013  0.00000000e+000  1.23316031e+007  4.00000000e+003
 9.80468750e-001  1.27191723e-001  1.98114999e+001  1.00000000e+002  1.19811500e+002  2.00000000e+003  1.23189136e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.23189136e+013  0.00000000e+000  1.23189136e+007  4.00000000e+003
 9.84375000e-001  1.27444841e-001  1.98568219e+001  1.00000000e+002  1.19856822e+002  2.00000000e+003  1.23067092e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.23067092e+013  0.00000000e+000  1.23067092e+007  4.00000000e+003
 9.88281250e-001  1.27697457e-001  1.99020791e+001  1.00000000e+002  1.19902079e+002  2.00000000e+003  1.22949714e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.22949714e+013  0.00000000e+000  1.22949714e+007  4.00000000e+003
 9.92187500e-001  1.27949575e-001  1.99472718e+001  1.00000000e+002  1.19947272e+002  2.00000000e+003  1.22836824e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.22836824e+013  0.00000000e+000  1.22836824e+007  4.00000000e+003
 9.96093750e-001  1.28201197e-001  1.99924003e+001  1.00000000e+002  1.19992400e+002  2.00000000e+003  1.22728250e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.22728250e+013  0.00000000e+000  1.22728250e+007  4.00000000e+003
 1.00000000e+000  1.28452326e-001  2.00374649e+001  1.00000000e+002  1.20037465e+002  2.00000000e+003  1.22623827e+013  2.00000000e+003  1.00000000e+000  0.00000000e+000  0.00000000e+000  1.22623827e+013  0.00000000e+000  1.22623827e+007  4.00000000e+003



Poloidal Flux in Webers
x is square root of normalized toroidal flux
r is midplane radius in cm (midplane halfwidth of flux surface width at midplane)
R is flux surface center in cm
R+r is local major radius in cm on the outer midplane
Te is electron temperature in eV
ne is electron density in m^-3
Ti is ion temperature in eV; last two points are artificial
Zeff is from Carbon density profile measurement
omega-tor is measured angular velocity from carbon rotation in radians/sec;to get votr, multiply omega by local R from equilibrium (or from R+r)
Er is radial electric field in volts/cm
ni is ion density in m^-3
nimp is impurity density in 10^19 m^-3
nf is fast ion density in m^-3
Tf is electron temperature in eV
